Varga,MahaDasa,Planet,Shayanadi_Avastha
D40,Ma,Sun,5. Gamana- Departing
D40,Ma,Moon,11. Kautuka- Eagerness
D40,Ma,Mars,8. Aagama- Aproaching
D40,Ma,Mercury,11. Kautuka- Eagerness
D40,Ma,Jupiter,11. Kautuka- Eagerness
D40,Ma,Venus,11. Kautuka- Eagerness
D40,Ma,Saturn,11. Kautuka- Eagerness
D40,Ma,Rahu,11. Kautuka- Eagerness
D40,Ma,Ketu,11. Kautuka- Eagerness
D40,Ra,Sun,6. Aagamana- Arriving
D40,Ra,Moon,12. Nidra- Slumbering
D40,Ra,Mars,9. Bhojana- Eating
D40,Ra,Mercury,12. Nidra- Slumbering
D40,Ra,Jupiter,12. Nidra- Slumbering
D40,Ra,Venus,12. Nidra- Slumbering
D40,Ra,Saturn,12. Nidra- Slumbering
D40,Ra,Rahu,12. Nidra- Slumbering
D40,Ra,Ketu,12. Nidra- Slumbering
D40,Ju,Sun,7. Sabhaayaam- Congregating
D40,Ju,Moon,1. Shayana- Laying
D40,Ju,Mars,10. Nrityalipsa- Desiring to Dance
D40,Ju,Mercury,1. Shayana- Laying
D40,Ju,Jupiter,1. Shayana- Laying
D40,Ju,Venus,1. Shayana- Laying
D40,Ju,Saturn,1. Shayana- Laying
D40,Ju,Rahu,1. Shayana- Laying
D40,Ju,Ketu,1. Shayana- Laying
D40,Sa,Sun,8. Aagama- Aproaching
D40,Sa,Moon,2. Upavesha- Sitting
D40,Sa,Mars,11. Kautuka- Eagerness
D40,Sa,Mercury,2. Upavesha- Sitting
D40,Sa,Jupiter,2. Upavesha- Sitting
D40,Sa,Venus,2. Upavesha- Sitting
D40,Sa,Saturn,2. Upavesha- Sitting
D40,Sa,Rahu,2. Upavesha- Sitting
D40,Sa,Ketu,2. Upavesha- Sitting
D45,Me,Sun,1. Shayana- Laying
D45,Me,Moon,9. Bhojana- Eating
D45,Me,Mars,11. Kautuka- Eagerness
D45,Me,Mercury,5. Gamana- Departing
D45,Me,Jupiter,8. Aagama- Aproaching
D45,Me,Venus,11. Kautuka- Eagerness
D45,Me,Saturn,8. Aagama- Aproaching
D45,Me,Rahu,9. Bhojana- Eating
D45,Me,Ketu,11. Kautuka- Eagerness
D45,Ke,Sun,2. Upavesha- Sitting
D45,Ke,Moon,10. Nrityalipsa- Desiring to Dance
D45,Ke,Mars,12. Nidra- Slumbering
D45,Ke,Mercury,6. Aagamana- Arriving
D45,Ke,Jupiter,9. Bhojana- Eating
D45,Ke,Venus,12. Nidra- Slumbering
D45,Ke,Saturn,9. Bhojana- Eating
D45,Ke,Rahu,10. Nrityalipsa- Desiring to Dance
D45,Ke,Ketu,12. Nidra- Slumbering
D45,Ve,Sun,3. Netrapani- Guiding the Hand
D45,Ve,Moon,11. Kautuka- Eagerness
D45,Ve,Mars,1. Shayana- Laying
D45,Ve,Mercury,7. Sabhaayaam- Congregating
D45,Ve,Jupiter,10. Nrityalipsa- Desiring to Dance
D45,Ve,Venus,1. Shayana- Laying
D45,Ve,Saturn,10. Nrityalipsa- Desiring to Dance
D45,Ve,Rahu,11. Kautuka- Eagerness
D45,Ve,Ketu,1. Shayana- Laying
D45,Su,Sun,4. Prakaashana- Illuminating
D45,Su,Moon,12. Nidra- Slumbering
D45,Su,Mars,2. Upavesha- Sitting
D45,Su,Mercury,8. Aagama- Aproaching
D45,Su,Jupiter,11. Kautuka- Eagerness
D45,Su,Venus,2. Upavesha- Sitting
D45,Su,Saturn,11. Kautuka- Eagerness
D45,Su,Rahu,12. Nidra- Slumbering
D45,Su,Ketu,2. Upavesha- Sitting
D45,Mo,Sun,5. Gamana- Departing
D45,Mo,Moon,1. Shayana- Laying
D45,Mo,Mars,3. Netrapani- Guiding the Hand
D45,Mo,Mercury,9. Bhojana- Eating
D45,Mo,Jupiter,12. Nidra- Slumbering
D45,Mo,Venus,3. Netrapani- Guiding the Hand
D45,Mo,Saturn,12. Nidra- Slumbering
D45,Mo,Rahu,1. Shayana- Laying
D45,Mo,Ketu,3. Netrapani- Guiding the Hand
D45,Ma,Sun,6. Aagamana- Arriving
D45,Ma,Moon,2. Upavesha- Sitting
D45,Ma,Mars,4. Prakaashana- Illuminating
D45,Ma,Mercury,10. Nrityalipsa- Desiring to Dance
D45,Ma,Jupiter,1. Shayana- Laying
D45,Ma,Venus,4. Prakaashana- Illuminating
D45,Ma,Saturn,1. Shayana- Laying
D45,Ma,Rahu,2. Upavesha- Sitting
D45,Ma,Ketu,4. Prakaashana- Illuminating
D45,Ra,Sun,7. Sabhaayaam- Congregating
D45,Ra,Moon,3. Netrapani- Guiding the Hand
D45,Ra,Mars,5. Gamana- Departing
D45,Ra,Mercury,11. Kautuka- Eagerness
D45,Ra,Jupiter,2. Upavesha- Sitting
D45,Ra,Venus,5. Gamana- Departing
D45,Ra,Saturn,2. Upavesha- Sitting
D45,Ra,Rahu,3. Netrapani- Guiding the Hand
D45,Ra,Ketu,5. Gamana- Departing
D45,Ju,Sun,8. Aagama- Aproaching
D45,Ju,Moon,4. Prakaashana- Illuminating
D45,Ju,Mars,6. Aagamana- Arriving
D45,Ju,Mercury,12. Nidra- Slumbering
D45,Ju,Jupiter,3. Netrapani- Guiding the Hand
D45,Ju,Venus,6. Aagamana- Arriving
D45,Ju,Saturn,3. Netrapani- Guiding the Hand
D45,Ju,Rahu,4. Prakaashana- Illuminating
D45,Ju,Ketu,6. Aagamana- Arriving
D45,Sa,Sun,9. Bhojana- Eating
D45,Sa,Moon,5. Gamana- Departing
D45,Sa,Mars,7. Sabhaayaam- Congregating
D45,Sa,Mercury,1. Shayana- Laying
D45,Sa,Jupiter,4. Prakaashana- Illuminating
D45,Sa,Venus,7. Sabhaayaam- Congregating
D45,Sa,Saturn,4. Prakaashana- Illuminating
D45,Sa,Rahu,5. Gamana- Departing
D45,Sa,Ketu,7. Sabhaayaam- Congregating
D60,Me,Sun,8. Aagama- Aproaching
D60,Me,Moon,10. Nrityalipsa- Desiring to Dance
D60,Me,Mars,4. Prakaashana- Illuminating
D60,Me,Mercury,2. Upavesha- Sitting
D60,Me,Jupiter,12. Nidra- Slumbering
D60,Me,Venus,10. Nrityalipsa- Desiring to Dance
D60,Me,Saturn,10. Nrityalipsa- Desiring to Dance
D60,Me,Rahu,10. Nrityalipsa- Desiring to Dance
D60,Me,Ketu,10. Nrityalipsa- Desiring to Dance
D60,Ke,Sun,9. Bhojana- Eating
D60,Ke,Moon,11. Kautuka- Eagerness
D60,Ke,Mars,5. Gamana- Departing
D60,Ke,Mercury,3. Netrapani- Guiding the Hand
D60,Ke,Jupiter,1. Shayana- Laying
D60,Ke,Venus,11. Kautuka- Eagerness
D60,Ke,Saturn,11. Kautuka- Eagerness
D60,Ke,Rahu,11. Kautuka- Eagerness
D60,Ke,Ketu,11. Kautuka- Eagerness
D60,Ve,Sun,10. Nrityalipsa- Desiring to Dance
D60,Ve,Moon,12. Nidra- Slumbering
D60,Ve,Mars,6. Aagamana- Arriving
D60,Ve,Mercury,4. Prakaashana- Illuminating
D60,Ve,Jupiter,2. Upavesha- Sitting
D60,Ve,Venus,12. Nidra- Slumbering
D60,Ve,Saturn,12. Nidra- Slumbering
D60,Ve,Rahu,12. Nidra- Slumbering
D60,Ve,Ketu,12. Nidra- Slumbering
D60,Su,Sun,11. Kautuka- Eagerness
D60,Su,Moon,1. Shayana- Laying
D60,Su,Mars,7. Sabhaayaam- Congregating
D60,Su,Mercury,5. Gamana- Departing
D60,Su,Jupiter,3. Netrapani- Guiding the Hand
D60,Su,Venus,1. Shayana- Laying
D60,Su,Saturn,1. Shayana- Laying
D60,Su,Rahu,1. Shayana- Laying
D60,Su,Ketu,1. Shayana- Laying
D60,Mo,Sun,12. Nidra- Slumbering
D60,Mo,Moon,2. Upavesha- Sitting
D60,Mo,Mars,8. Aagama- Aproaching
D60,Mo,Mercury,6. Aagamana- Arriving
D60,Mo,Jupiter,4. Prakaashana- Illuminating
D60,Mo,Venus,2. Upavesha- Sitting
D60,Mo,Saturn,2. Upavesha- Sitting
D60,Mo,Rahu,2. Upavesha- Sitting
D60,Mo,Ketu,2. Upavesha- Sitting
D60,Ma,Sun,1. Shayana- Laying
D60,Ma,Moon,3. Netrapani- Guiding the Hand
D60,Ma,Mars,9. Bhojana- Eating
D60,Ma,Mercury,7. Sabhaayaam- Congregating
D60,Ma,Jupiter,5. Gamana- Departing
D60,Ma,Venus,3. Netrapani- Guiding the Hand
D60,Ma,Saturn,3. Netrapani- Guiding the Hand
D60,Ma,Rahu,3. Netrapani- Guiding the Hand
D60,Ma,Ketu,3. Netrapani- Guiding the Hand
D60,Ra,Sun,2. Upavesha- Sitting
D60,Ra,Moon,4. Prakaashana- Illuminating
D60,Ra,Mars,10. Nrityalipsa- Desiring to Dance
D60,Ra,Mercury,8. Aagama- Aproaching
D60,Ra,Jupiter,6. Aagamana- Arriving
D60,Ra,Venus,4. Prakaashana- Illuminating
D60,Ra,Saturn,4. Prakaashana- Illuminating
D60,Ra,Rahu,4. Prakaashana- Illuminating
D60,Ra,Ketu,4. Prakaashana- Illuminating
D60,Ju,Sun,3. Netrapani- Guiding the Hand
D60,Ju,Moon,5. Gamana- Departing
D60,Ju,Mars,11. Kautuka- Eagerness
D60,Ju,Mercury,9. Bhojana- Eating
D60,Ju,Jupiter,7. Sabhaayaam- Congregating
D60,Ju,Venus,5. Gamana- Departing
D60,Ju,Saturn,5. Gamana- Departing
D60,Ju,Rahu,5. Gamana- Departing
D60,Ju,Ketu,5. Gamana- Departing
D60,Sa,Sun,4. Prakaashana- Illuminating
D60,Sa,Moon,6. Aagamana- Arriving
D60,Sa,Mars,12. Nidra- Slumbering
D60,Sa,Mercury,10. Nrityalipsa- Desiring to Dance
D60,Sa,Jupiter,8. Aagama- Aproaching
D60,Sa,Venus,6. Aagamana- Arriving
D60,Sa,Saturn,6. Aagamana- Arriving
D60,Sa,Rahu,6. Aagamana- Arriving
D60,Sa,Ketu,6. Aagamana- Arriving
